Gate Entry No,Truck No,Invoice No,In Date,In Time,Out Date,Out Time,Total,MGP-MGN,MGN-WBT,WBT-DOC,DOC-LDG/UNLDG,LDG/UNLDG-WBG,WBG-INV,INV-MGX,User
00000000006100009062,GJ16AU3444,9911113028,03-06-18,8:20,03-06-18,20:23,12:03,:01,:42,:16,9:58,2:56,3:10,:49,SECOPR1
00000000000200002206,GJ12AZ7662,9523101511,03-06-18,8:34,03-06-18,14:50,6:16,:01,:20,:36,2:03,,,2:17,SECOPR1
00000000006100009140,TN28BA1058,9912108456,03-06-18,10:45,04-06-18,10:49,24:03,:01,:10,:10,20:42,6:20,6:39,2:39,SECOPR1
00000000000200001957,GJ12AY8001,9523101514,03-06-18,10:47,03-06-18,16:33,5:46,:01,:10,:50,1:52,,,2:20,SECOPR1
00000000006100009026,GJ05BX5124,9911113048,03-06-18,10:52,04-06-18,9:04,22:11,:01,:15,:08,14:51,:37,2:16,5:17,SECOPR1
00000000006100008984,GJ06AX0716,9913108275,03-06-18,10:57,03-06-18,23:32,12:35,:01,:40,:16,7:33,:05,:28,3:29,SECOPR1
00000000006100009236,HR74A6002,9913108280,03-06-18,11:07,03-06-18,23:39,12:32,:01,:32,:09,9:44,:47,1:04,1:46,SECOPR1
00000000000200002502,GJ06AV8193,9522100842,03-06-18,11:10,03-06-18,16:47,5:37,:01,:27,:17,2:22,,,2:03,SECOPR1
00000000006100009038,GJ05BX5107,9911113049,03-06-18,11:13,04-06-18,9:13,21:59,:01,:10,:22,12:35,1:08,2:25,5:16,SECOPR1
00000000000200002503,GJ06AT9384,9522100843,03-06-18,11:16,03-06-18,16:48,5:32,:01,:25,:18,2:22,,,1:33,SECOPR1
00000000006100008519,MH04EB5329,9912108429,03-06-18,11:17,03-06-18,23:31,12:13,:01,:07,:06,8:22,:10,:59,2:26,SECOPR1
00000000000200002478,GJ06AV9256,9522100845,03-06-18,11:28,03-06-18,17:00,5:32,:01,:44,:13,2:47,,,1:14,SECOPR1
00000000006100009114,TN54K7382,9911113063,03-06-18,11:30,04-06-18,9:44,22:14,:01,:07,:04,20:20,6:32,6:55,1:18,SECOPR1
00000000000200002419,GJ12X1146,9524102152,03-06-18,11:37,03-06-18,16:02,4:24,:01,:16,:10,1:46,,,1:51,SECOPR1
00000000006100009154,RJ27GC3864,9911113057,03-06-18,11:40,04-06-18,8:47,21:07,:01,:11,:05,17:52,4:16,4:41,2:31,SECOPR1
00000000000200002501,GJ06AV9781,9522100844,03-06-18,11:45,03-06-18,16:59,5:13,:01,:30,:17,2:43,,,1:17,SECOPR1
00000000006100008599,HR63B2668,9913108281,03-06-18,11:53,04-06-18,10:13,22:20,:01,:09,:05,9:34,1:14,1:26,12:17,SECOPR1
00000000006100009120,TN52J9496,9912108448,03-06-18,12:36,04-06-18,8:12,19:36,:01,:13,:07,15:03,2:27,2:56,3:41,SECOPR1
00000000000200002505,GJ06AX1123,9522100847,03-06-18,12:41,03-06-18,17:29,4:47,:01,:14,:12,3:16,,,:52,SECOPR1
00000000000200002504,GJ06AV7660,9522100846,03-06-18,12:43,03-06-18,17:25,4:42,:01,:08,:12,2:51,,,1:13,SECOPR1
00000000000200002203,GJ12BT2824,9523101517,03-06-18,12:52,03-06-18,18:13,5:21,:01,:20,:43,2:38,,,1:18,SECOPR1
00000000000200002204,GJ12BV6753,9523101516,03-06-18,13:03,03-06-18,18:15,5:12,:01,:15,:33,2:40,,,1:27,SECOPR1
00000000006100009157,GJ18AT9996,9912108432,03-06-18,13:12,04-06-18,10:29,21:17,:01,:53,:14,6:44,:59,1:29,12:53,SECOPR1
00000000006100009151,GJ04X5682,9911113060,03-06-18,13:27,04-06-18,10:26,20:59,:01,:41,:09,17:41,6:23,6:30,2:18,SECOPR1
00000000006100009328,RJ07GB0066,9911113070,03-06-18,13:57,04-06-18,13:13,23:15,:01,:13,:11,21:44,10:32,10:49,:46,SECOPR1
00000000006100009417,TN88D1337,9912108450,03-06-18,14:13,04-06-18,11:07,20:53,:01,:09,:09,14:38,3:35,4:25,5:04,SECOPR1
00000000006100008874,GJ14W1113,9513100256,03-06-18,14:23,04-06-18,10:32,20:09,:01,:09,:09,5:37,:14,1:00,13:24,SECOPR1
00000000006100007829,OD15K7788,9511100252,03-06-18,14:35,04-06-18,10:09,19:34,:01,:10,:10,16:40,5:57,6:15,2:14,SECOPR1
00000000006100009054,HR45C7435,9911113058,03-06-18,14:38,04-06-18,8:52,18:13,:01,:21,:16,15:32,5:09,6:00,1:11,SECOPR1
00000000006100009094,HR45B6270,9911113064,03-06-18,15:15,04-06-18,11:14,19:59,:01,:26,:05,16:32,6:38,6:49,2:42,SECOPR1
00000000000200002147,GJ12BT7465,9523101518,03-06-18,15:29,03-06-18,18:38,3:08,:01,:09,:23,1:22,,,:45,SECOPR1
00000000000200002319,GJ12AW8405,9523101519,03-06-18,15:29,03-06-18,18:39,3:10,:01,:10,:14,1:28,,,:41,20535
00000000006100009422,UP78DT5013,9912108444,03-06-18,15:35,04-06-18,11:54,20:19,:01,:32,:19,11:23,2:06,2:23,7:44,SECOPR1
00000000006100008820,UP78CT3414,9913108285,03-06-18,15:37,04-06-18,11:59,20:22,:01,:37,:14,11:17,2:01,2:25,7:48,SECOPR1
00000000006100008958,MH04GR8848,9911113065,03-06-18,15:49,04-06-18,9:54,18:04,:01,:30,:10,15:54,6:39,6:52,1:14,SECOPR1
00000000006100008884,MH04JK1745,9912108440,03-06-18,15:54,04-06-18,7:56,16:02,:01,:16,:10,10:29,1:09,1:57,4:15,SECOPR1
00000000006100008956,MH43Y5834,9912108436,03-06-18,15:57,04-06-18,9:23,17:25,:01,:18,:07,10:54,1:35,1:46,5:51,SECOPR1
00000000006100009254,TN34V4597,9911113067,03-06-18,16:05,04-06-18,14:58,22:52,:01,:18,:10,19:10,9:59,10:10,3:00,SECOPR1
00000000006100008878,MH46BF0465,9512100224,03-06-18,16:07,04-06-18,11:10,19:02,:01,:14,3:25,11:39,:24,3:48,7:09,SECOPR1
00000000006100009340,MH04GR7528,9913108284,03-06-18,16:09,04-06-18,9:56,17:46,:01,:15,:10,7:41,1:28,2:00,6:07,SECOPR1
00000000006100008768,UP78DN1891,9912108480,03-06-18,16:18,04-06-18,16:07,23:49,:01,:13,:10,21:02,:21,:50,1:52,SECOPR1
00000000006100006763,MP13H0519,9911113043,03-06-18,16:21,04-06-18,9:18,16:56,:01,:08,:07,10:31,1:24,1:43,5:46,SECOPR1
00000000006100008989,MH46BB5318,9912108470,03-06-18,16:29,04-06-18,13:57,21:28,:01,:09,:20,19:16,10:23,10:40,1:24,SECOPR1
00000000006100007760,RJ27GC0805,9911113068,03-06-18,16:34,04-06-18,15:31,22:57,:01,:07,:06,18:59,9:56,10:04,3:33,SECOPR1
00000000006100009008,GJ18AZ4977,9912108445,03-06-18,16:50,04-06-18,8:25,15:34,:01,:08,:08,11:08,4:03,4:14,3:57,SECOPR1
00000000006100009197,GJ03AW1870,9912108442,03-06-18,16:56,04-06-18,8:18,15:22,:01,:05,:05,7:05,1:41,28:21,21:58,SECOPR1
00000000006100009266,HR67B7519,9911113059,03-06-18,17:00,04-06-18,9:30,16:29,:01,:27,:05,13:55,5:26,5:57,1:29,SECOPR1
00000000006100008428,HR63B0216,9912108478,03-06-18,17:02,04-06-18,14:54,21:51,:01,:14,:04,19:50,11:18,11:25,1:33,SECOPR1
00000000006100008016,HR63B0106,9913108294,03-06-18,17:11,04-06-18,14:30,21:19,:01,:12,:04,18:59,10:30,10:40,1:51,SECOPR1
00000000006100009460,GJ15UU0630,9911113069,03-06-18,17:28,04-06-18,13:21,19:53,:01,:07,:07,18:22,10:07,10:15,1:06,SECOPR1
00000000006100009428,UP78CN8742,9313700244,03-06-18,17:33,04-06-18,15:27,21:54,:01,1:45,:08,17:09,2:23,2:30,2:43,SECOPR1
00000000006100008988,GJ18AU8956,9911113066,03-06-18,17:35,04-06-18,11:27,17:52,:01,:08,:07,15:26,7:13,7:22,1:58,SECOPR1
00000000006100008589,HR63C5725,9912108475,03-06-18,17:49,04-06-18,16:01,22:12,:01,:07,:08,18:49,:11,:22,2:54,SECOPR1
00000000006100008649,HR63D1292,9911113078,03-06-18,18:15,04-06-18,16:55,22:40,:01,:07,:06,20:51,13:14,13:26,1:20,SECOPR1
00000000006100009158,GJ04X5695,9911113062,03-06-18,18:25,04-06-18,10:45,16:19,:01,:27,:11,12:49,5:44,6:13,2:19,SECOPR1
00000000006100008607,RJ14GJ6926,9913108297,03-06-18,18:33,04-06-18,16:04,21:30,:01,:08,:20,18:58,11:51,12:04,1:49,SECOPR1
00000000006100008775,UP78DT0513,9912108454,03-06-18,18:37,04-06-18,9:47,15:10,:01,:11,:10,12:10,5:01,5:31,2:05,SECOPR1
00000000006100009230,UP78DN6026,9913108295,03-06-18,18:39,04-06-18,15:24,20:44,:01,:11,:09,17:38,10:32,10:48,2:27,SECOPR1
00000000006100009186,GJ04X6839,9912108455,03-06-18,18:46,04-06-18,11:25,16:38,:01,:14,:09,12:31,5:29,5:44,3:28,SECOPR1
00000000006100009296,GJ01BV2392,9913108307,03-06-18,18:48,04-06-18,17:59,23:10,:01,:19,:05,21:08,:35,:45,1:25,SECOPR1
00000000006100008419,RJ14GJ1173,9913108289,03-06-18,18:54,04-06-18,12:36,17:42,:01,:09,:07,14:54,1:11,:20,:57,SECOPR1
00000000006100009052,HR67A9506,9911113075,03-06-18,19:02,04-06-18,16:17,21:14,:01,:10,:15,17:39,:15,1:01,1:49,SECOPR1
00000000006100008761,UP78DN3770,9912108463,03-06-18,19:04,04-06-18,12:03,16:59,:01,:16,:08,13:40,1:27,2:03,2:17,SECOPR1
00000000006100008893,HR67A2314,9911113076,03-06-18,19:06,04-06-18,19:29,24:22,:01,:09,:10,17:36,:20,1:02,5:01,SECOPR1
00000000006100009047,MH04GC7240,9911113072,03-06-18,19:08,04-06-18,15:29,20:21,:01,:05,:06,17:54,:52,1:00,2:05,SECOPR1
00000000006100009010,MP14HC0117,9912108466,03-06-18,19:10,04-06-18,15:20,20:09,:01,:11,:07,16:01,,:16,3:30,SECOPR1
00000000006100008416,HR63D4070,9913108296,03-06-18,19:12,04-06-18,15:47,20:34,:01,:12,:05,17:18,:25,:37,2:44,SECOPR1
00000000006100009202,GJ01CU7918,9913108299,03-06-18,19:21,04-06-18,17:06,21:45,:01,1:32,:14,18:19,:12,:08,1:17,SECOPR1
00000000006100009231,UP78CT4246,9912108467,03-06-18,19:27,04-06-18,15:45,20:18,:01,:19,:49,15:15,4:08,4:14,3:46,SECOPR1
00000000006100009020,DN09Q9415,9913108288,03-06-18,19:30,04-06-18,11:43,16:12,:01,:36,:28,13:05,:31,:19,1:11,SECOPR1
00000000006100009105,KA23A8925,9913108302,03-06-18,19:37,04-06-18,17:31,21:53,:01,:08,:51,18:30,:33,:23,1:24,SECOPR1
00000000006100009268,HR67B6601,9913108301,03-06-18,19:41,04-06-18,16:53,21:11,:01,:10,:43,17:59,1:08,:08,1:00,SECOPR1
00000000006100007962,HR749391,9912108472,03-06-18,19:43,04-06-18,14:09,18:25,:01,:27,:22,15:58,:08,:21,1:21,SECOPR1
00000000006100008675,GJ02XX5019,9913108291,03-06-18,19:45,04-06-18,14:03,18:17,:01,:37,:42,15:11,:35,:45,1:34,SECOPR1
00000000000200002333,GJ06AX0009,9524102153,03-06-18,19:48,04-06-18,12:09,16:20,:01,11:26,:54,2:38,,,:48,SECOPR1
00000000006100008854,GJ18AV8588,9911113080,03-06-18,19:58,04-06-18,17:15,21:16,:01,:28,:06,18:54,:11,:09,1:25,SECOPR1
00000000006100008996,GJ18AU8948,9911113086,03-06-18,20:12,04-06-18,17:23,21:10,:01,:40,:08,19:23,:18,:25,:48,SECOPR1
00000000006100008929,GJ18AZ4563,9313700243,03-06-18,20:16,04-06-18,11:49,15:33,:01,:33,:16,12:02,1:32,:19,:46,SECOPR1
00000000006100008224,HR74A6076,9912108468,03-06-18,20:37,04-06-18,15:22,18:45,:01,:35,:18,14:31,:20,:35,3:02,20535
00000000006100009078,HR67B9855,9911113105,03-06-18,20:44,04-06-18,22:46,26:02,:01,1:12,3:15,18:37,3:07,3:27,2:35,20535
00000000006100009416,TN88D1629,9911113097,03-06-18,20:49,04-06-18,20:45,23:55,:01,:06,:11,20:47,2:08,2:20,2:35,SECOPR1
00000000006100008847,GJ18AT9304,9912108477,03-06-18,20:52,04-06-18,19:14,22:22,:01,:36,:05,15:34,1:16,1:26,5:53,SECOPR1
00000000006100008127,HR63C4335,9912108476,03-06-18,21:02,04-06-18,14:34,17:32,:01,:30,:07,15:19,:34,:44,1:24,20535
00000000006100008615,RJ14GD7087,9912108471,03-06-18,21:14,04-06-18,15:40,18:26,:01,:26,:05,13:36,1:02,:11,3:02,SECOPR1
00000000006100009459,GJ18U7739,9911113094,03-06-18,21:18,04-06-18,19:16,21:58,:01,:31,:07,19:18,:52,1:16,1:34,20535
00000000006100009213,RJ14GJ3703,9912108459,03-06-18,21:19,04-06-18,11:30,14:11,:01,:06,:06,11:31,:13,:48,1:50,SECOPR1
00000000006100009194,RJ27GB8929,9913108300,03-06-18,21:21,04-06-18,16:37,19:15,:01,:11,:05,18:00,:51,1:00,:47,SECOPR1
00000000006100008604,HR63D5414,9912108465,03-06-18,21:23,04-06-18,11:39,14:16,:01,:40,:13,11:40,1:09,1:33,1:15,SECOPR1
00000000006100009301,GJ19X6466,9913108308,03-06-18,21:33,04-06-18,18:55,21:21,:01,:40,:11,18:21,:25,:36,1:55,SECOPR1
00000000006100009119,GJ05BX5953,9912108484,03-06-18,21:43,04-06-18,16:47,19:03,:01,:50,:10,16:23,:34,:12,:51,SECOPR1
00000000006100009304,HR55W6110,9913108304,03-06-18,21:45,04-06-18,16:58,19:13,:01,:06,:04,17:56,:15,:04,:42,SECOPR1
00000000006100009049,GJ05BX5888,9911113095,03-06-18,21:49,04-06-18,18:51,21:02,:01,:46,:06,18:47,1:04,1:17,1:07,SECOPR1
00000000006100008718,GJ18AU7300,9911113087,03-06-18,21:54,04-06-18,19:32,21:38,:01,:12,:07,18:24,4:45,4:58,2:39,SECOPR1
00000000006100008863,GJ37T5745,9511100254,03-06-18,22:40,04-06-18,18:07,19:27,:01,:19,:28,17:01,:08,:19,1:25,SECOPR1
00000000006100009308,HR74A8143,9911113093,03-06-18,22:42,04-06-18,18:27,19:45,:01,:11,:28,17:59,:56,1:11,:48,SECOPR1
00000000006100008729,MH48AG6616,9912108483,03-06-18,22:46,04-06-18,16:51,18:04,:01,:17,:24,15:47,:24,:11,:56,SECOPR1
00000000006100009414,TN52J9607,9913108305,03-06-18,22:53,04-06-18,17:47,18:53,:01,:15,:17,16:30,:22,:01,1:23,SECOPR1
00000000006100009056,HR63D7396,9912108482,03-06-18,23:03,04-06-18,16:28,17:25,:01,:10,:16,13:44,:11,:58,2:02,SECOPR1
00000000006100009280,GJ02Z9911,9911113073,03-06-18,23:11,04-06-18,17:27,18:15,:01,:11,:18,14:12,:27,:51,3:08,SECOPR1
00000000006100008942,GJ18AZ8172,9911113084,03-06-18,23:13,04-06-18,17:20,18:06,:01,:13,:16,16:28,:10,:06,:50,SECOPR1
00000000006100009035,GJ05BX8237,9911113099,03-06-18,23:40,04-06-18,19:35,19:55,:01,:13,8:08,9:49,1:07,1:36,1:14,SECOPR1
00000000006100009374,HR55U8108,9913108306,04-06-18,0:03,04-06-18,17:19,17:16,:01,:19,:17,15:23,:19,:03,:50,SECOPR1
00000000006100008986,GJ18AZ4482,9912108489,04-06-18,0:09,04-06-18,19:23,19:13,:01,:17,:12,17:03,1:20,1:44,1:13,SECOPR1
00000000000200002345,GJ12X1146,9524102155,04-06-18,5:51,04-06-18,12:21,6:30,:01,1:20,1:01,2:43,,,:56,SECOPR1
00000000000200002246,GJ12X1964,9524102156,04-06-18,6:00,04-06-18,12:27,6:26,:01,1:17,1:02,2:31,,,:59,SECOPR1
00000000000200002349,GJ12X2470,9524102154,04-06-18,6:17,04-06-18,12:17,6:00,:01,1:03,:56,2:47,,,:54,SECOPR1
00000000000200002331,GJ06AX9090,9524102159,04-06-18,6:19,04-06-18,16:33,10:14,:01,1:03,1:00,4:30,,,2:47,SECOPR1
00000000000200002339,GJ02Z9811,9524102160,04-06-18,6:21,04-06-18,14:22,8:01,:01,1:04,1:04,4:00,,,:33,SECOPR1
00000000000200002332,GJ06VV6399,9524102158,04-06-18,6:23,04-06-18,14:18,7:54,:01,1:04,1:05,4:00,,,:31,SECOPR1
00000000000200002500,GJ12X1965,9524102161,04-06-18,6:27,04-06-18,15:34,9:07,:01,1:04,1:04,5:25,,,:58,SECOPR1
00000000000200002340,GJ16W0999,9524102157,04-06-18,6:43,04-06-18,14:27,7:44,:01,:52,:51,4:08,,,:42,SECOPR1
00000000000200002338,GJ12X1938,9524102164,04-06-18,6:49,04-06-18,16:30,9:41,:01,:48,1:01,5:50,,,1:16,SECOPR1
00000000000200002283,GJ16Z9839,9524102163,04-06-18,8:01,04-06-18,16:11,8:09,:01,:07,:33,5:50,,,1:20,SECOPR1
00000000000200002341,GJ15AT1232,9524102162,04-06-18,8:17,04-06-18,15:36,7:19,:01,:06,:21,5:22,,,:56,SECOPR1
00000000000200002343,GJ06AV8431,9524102167,04-06-18,8:28,04-06-18,17:17,8:49,:01,:08,:13,7:22,,,:34,SECOPR1
00000000006100008608,HR69B5936,9911113110,04-06-18,8:36,04-06-18,23:20,14:43,:01,:26,:32,11:41,4:33,4:43,1:51,SECOPR1
00000000006100008656,HR69C1594,9912108500,04-06-18,8:43,04-06-18,23:29,14:45,:01,:22,:40,11:33,4:34,5:24,1:18,SECOPR1
00000000000200002344,GJ06AV4964,9524102166,04-06-18,8:45,04-06-18,16:45,7:59,:01,:07,:15,6:12,,,:39,SECOPR1
00000000006100009256,TN28AP8112,9912108486,04-06-18,9:08,04-06-18,18:58,9:49,:01,:06,:24,7:12,:17,:23,1:58,SECOPR1
00000000006100008126,HR63D2251,9913108316,04-06-18,9:33,04-06-18,21:47,12:13,:01,:07,:14,9:20,2:30,3:03,1:56,SECOPR1
00000000006100009440,HR58B2189,9911113104,04-06-18,9:44,04-06-18,22:28,12:43,:01,:10,:10,9:21,2:39,3:13,2:25,SECOPR1
00000000006100009337,HR61B2336,9913108315,04-06-18,10:26,04-06-18,20:16,9:49,:01,:41,:17,7:15,1:27,1:40,1:21,SECOPR1
00000000006100009447,HR39D9390,9912108487,04-06-18,10:32,04-06-18,20:05,9:32,:01,:26,:14,6:36,:34,:51,1:57,SECOPR1
00000000000200002342,GJ16X9802,9524102165,04-06-18,10:35,04-06-18,17:00,6:25,:01,:09,:14,4:40,,,:59,SECOPR1
00000000006100008494,PB11CM6587,9911113090,04-06-18,10:46,04-06-18,19:03,8:17,:01,:16,:12,5:45,:09,:08,1:42,SECOPR1
00000000000200002479,GJ06AT9174,9522100848,04-06-18,10:49,04-06-18,14:48,3:58,:01,:11,:20,2:17,,,:40,SECOPR1
00000000000300001373,GJ12Z2547,9922101641,04-06-18,11:02,04-06-18,15:49,4:47,:01,:09,:22,2:47,,,1:05,SECOPR1
00000000006100009464,GJ18AT9742,9912108491,04-06-18,11:04,04-06-18,20:12,9:07,:01,:11,:11,7:16,1:28,1:42,1:13,SECOPR1
00000000006100009444,HR67B4606,9911113089,04-06-18,11:07,04-06-18,18:33,7:26,:01,:12,:09,5:12,:31,:04,1:13,SECOPR1
00000000000200002485,OR15M8259,9522100851,04-06-18,11:09,04-06-18,16:09,5:00,:01,:08,:21,2:35,,,:58,SECOPR1
00000000006100009265,PB10FV6423,9313700245,04-06-18,11:12,04-06-18,19:19,8:06,:01,:13,:20,4:25,:25,:03,2:32,SECOPR1
00000000006100007906,RJ27GB3465,9911113098,04-06-18,11:19,04-06-18,19:27,8:08,:01,:07,:04,6:30,:48,1:01,1:10,SECOPR1
00000000000200002484,GJ06AV9384,9522100852,04-06-18,11:21,04-06-18,16:23,5:01,:01,:07,:20,3:20,,,:55,SECOPR1
00000000000200002480,GJ06AV9245,9522100853,04-06-18,11:23,04-06-18,17:05,5:41,:01,:08,:25,3:29,,,:57,SECOPR1
00000000000200002335,GJ12BV6908,9524102168,04-06-18,11:28,04-06-18,17:25,5:56,:01,:08,:15,4:31,,,:38,SECOPR1
00000000006100007961,HR63B1980,9913108313,04-06-18,11:59,04-06-18,22:01,10:02,:01,:13,:08,5:55,1:00,1:30,3:12,SECOPR1
00000000006100009224,UP78DN5225,9913108322,04-06-18,12:02,05-06-18,11:15,23:13,:01,:41,:08,8:36,4:11,4:45,13:10,SECOPR1
00000000006100009075,HR67A8190,9911113096,04-06-18,12:15,04-06-18,20:03,7:47,:01,:08,:15,4:46,:11,:29,2:17,SECOPR1
00000000000200002494,GJ12AY7448,9522100854,04-06-18,12:17,04-06-18,17:03,4:46,:01,:08,:22,2:41,,,:53,SECOPR1
00000000000200002482,GJ12AU6773,9522100855,04-06-18,12:29,04-06-18,17:34,5:04,:01,:08,:39,3:16,,,:37,SECOPR1
00000000006100008897,GJ20T7299,9911113107,04-06-18,12:45,04-06-18,21:49,9:04,:01,:20,:05,7:05,2:58,3:08,1:21,SECOPR1
00000000006100008596,HR55W9520,9912108494,04-06-18,12:58,04-06-18,22:22,9:23,:01,:34,:05,6:04,2:23,2:50,2:10,SECOPR1
00000000000200002493,GJ12W7662,9522100857,04-06-18,12:59,04-06-18,18:02,5:02,:01,:07,:23,3:29,,,:43,SECOPR1
00000000000200002481,GJ12AY7811,9522100856,04-06-18,13:01,04-06-18,17:35,4:34,:01,:13,:10,3:01,,,:36,SECOPR1
00000000006100009074,GJ21W7179,9911113101,04-06-18,13:15,04-06-18,22:34,9:18,:01,:27,:22,5:20,1:43,2:02,2:47,SECOPR1
00000000000200002487,GJ12Z3316,9522100859,04-06-18,13:21,04-06-18,19:44,6:23,:01,:15,:11,4:10,,,1:16,SECOPR1
00000000000200002550,GJ12Z2147,9522100858,04-06-18,13:25,04-06-18,18:05,4:40,:01,:06,:11,3:25,,,:42,SECOPR1
00000000006100008957,MP14HB1155,9912108504,04-06-18,13:30,05-06-18,9:45,20:15,:01,:08,:31,7:01,3:29,4:43,11:18,SECOPR1
00000000006100008754,GJ18AX8991,9912108498,04-06-18,13:38,05-06-18,0:13,10:35,:01,:36,:08,6:04,2:43,3:50,2:37,SECOPR1
00000000006100008879,GJ06AX1684,9511100255,04-06-18,13:45,05-06-18,0:47,11:02,:01,:37,:06,6:25,3:05,3:59,2:58,SECOPR1
00000000000200002490,GJ12AU6770,9522100860,04-06-18,13:46,04-06-18,19:45,5:59,:01,:11,:12,4:10,,,1:06,SECOPR1
00000000000200002492,GJ12W7642,9522100861,04-06-18,13:53,04-06-18,19:41,5:47,:01,:18,:12,4:16,,,:39,SECOPR1
00000000006100008868,GJ06AX0306,9512100227,04-06-18,13:55,05-06-18,0:55,11:00,:01,:25,:06,6:21,2:58,3:40,3:23,SECOPR1
00000000000200002486,OR15M8248,9522100862,04-06-18,14:05,04-06-18,19:52,5:46,:01,:13,:12,4:27,,,:34,SECOPR1
00000000000200002346,GJ12X2867,9524102169,04-06-18,14:07,04-06-18,17:41,3:33,:01,:18,:13,2:06,,,:35,SECOPR1
00000000000200001923,GJ12AZ8312,9523101520,04-06-18,14:23,04-06-18,19:00,4:36,:01,:12,:51,2:32,,,:36,SECOPR1
00000000006100009370,MH04GR8831,9913108310,04-06-18,14:28,04-06-18,19:21,4:53,:01,:08,:09,2:46,:15,:19,1:12,SECOPR1
00000000000200002491,GJ12BT6647,9522100863,04-06-18,14:35,05-06-18,15:50,25:15,:01,:06,19:22,2:44,,,2:32,SECOPR1
00000000006100009244,RJ14GG3865,9912108507,04-06-18,14:39,05-06-18,12:06,21:27,:01,:42,:15,6:43,4:00,5:22,12:22,SECOPR1
00000000006100008687,GJ06AV7702,9911113103,04-06-18,14:49,05-06-18,1:14,10:25,:01,:14,:23,4:05,103:35,104:00,5:16,SECOPR1
00000000006100008995,GJ06AX0626,9913108311,04-06-18,14:50,05-06-18,0:18,9:27,:01,:07,:28,3:08,:44,:51,5:35,SECOPR1
00000000006100009039,WB23E2933,9912108503,04-06-18,15:01,05-06-18,12:03,21:01,:01,:23,:09,5:49,3:07,4:01,13:43,SECOPR1
00000000006100008985,MH04GR9979,9913108320,04-06-18,15:22,05-06-18,9:11,17:49,:01,:10,:11,5:07,2:32,3:24,11:26,SECOPR1
00000000006100009088,GJ15UU1289,9913108325,04-06-18,15:23,05-06-18,11:55,20:32,:01,:13,:15,5:27,:47,:27,13:18,SECOPR1
00000000006100008140,HR63A9450,9512100226,04-06-18,15:28,04-06-18,21:59,6:30,:01,:07,:06,4:15,1:41,1:54,1:46,SECOPR1
00000000006100008952,MH43Y6811,9911113112,04-06-18,15:49,05-06-18,11:41,19:51,:01,:11,:07,5:26,:29,1:24,13:09,SECOPR1
00000000006100009455,GJ04X5685,9912108520,04-06-18,15:52,05-06-18,20:53,29:01,:01,:12,:05,13:32,8:35,9:08,14:36,SECOPR1
00000000006100009045,CG04JD5117,9912108515,04-06-18,16:05,05-06-18,10:50,18:45,:01,:07,:09,11:08,6:21,6:56,6:44,SECOPR1
00000000006100009196,RJ38GA0822,9913108328,04-06-18,16:06,05-06-18,11:24,19:17,:01,:27,:08,7:46,3:19,5:38,8:35,SECOPR1
00000000006100009505,HR67B1143,9913108335,04-06-18,16:17,05-06-18,18:26,26:09,:01,:20,:10,11:20,6:58,17:28,3:46,SECOPR1
00000000006100009388,PB65AR1578,9912108495,04-06-18,16:47,04-06-18,22:55,6:08,:01,:11,:06,3:35,:33,:11,1:28,SECOPR1
00000000006100008987,RJ09GC0742,9913108326,04-06-18,16:49,05-06-18,13:27,20:38,:01,:06,:04,8:15,4:03,13:22,2:51,SECOPR1
00000000006100009431,UP78CT6484,9313700246,04-06-18,16:55,05-06-18,11:52,18:57,:01,:11,:06,8:27,4:27,5:46,8:52,SECOPR1
00000000006100009435,HR74A1735,9911113115,04-06-18,17:12,05-06-18,10:01,16:48,:01,:31,:08,7:19,3:51,5:25,7:14,SECOPR1
00000000006100008424,RJ14GJ4123,9911113156,04-06-18,17:20,05-06-18,15:53,22:33,:01,:40,:10,18:15,15:04,16:35,1:54,SECOPR1
00000000006100009473,GJ09X8334,9911113111,04-06-18,17:25,04-06-18,23:34,6:08,:01,:07,:06,3:30,1:13,1:50,1:45,SECOPR1
00000000006100009456,GJ18AT9913,9913108340,04-06-18,17:27,05-06-18,13:34,20:07,:01,:11,:13,11:49,8:21,8:51,7:22,SECOPR1
00000000006100008594,RJ14GH6522,9911113178,04-06-18,17:35,05-06-18,20:56,27:20,:01,:11,:11,8:26,5:04,21:48,1:45,SECOPR1
00000000000200002499,GJ06AV9233,9523101528,04-06-18,17:36,05-06-18,13:48,20:11,:01,:05,:14,17:55,,,1:01,SECOPR1
00000000000200002459,GJ15AT1357,9523101521,04-06-18,17:39,05-06-18,12:55,19:15,:01,:07,:19,16:40,,,1:34,SECOPR1
00000000006100009393,GJ05BX8369,9912108508,04-06-18,17:43,05-06-18,10:41,16:58,:01,:10,:12,4:54,1:37,2:21,10:56,SECOPR1
00000000006100009443,KA23B0828,9911113123,04-06-18,17:49,05-06-18,16:32,22:43,:01,:10,:08,11:36,8:21,8:59,10:07,SECOPR1
00000000006100009113,MH20DE5109,9912108514,04-06-18,17:56,05-06-18,20:46,26:50,:01,:09,:10,7:49,3:59,4:55,17:43,SECOPR1
00000000006100009525,GJ05BX8021,9911113113,04-06-18,17:58,05-06-18,10:12,16:14,:01,:08,:09,3:53,:45,1:16,11:29,SECOPR1
00000000000200002458,GJ15AT1295,9523101523,04-06-18,17:59,05-06-18,12:51,18:52,:01,:07,:08,16:45,,,1:26,SECOPR1
